customer_id,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport
T503074,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
T504980,Fiber Optic,Yes,Yes,No,No,No,No
T508169,DSL,Yes,Yes,No,Yes,Yes,Yes
T508881,None,Yes,No,Yes,Yes,Yes,Yes
T509086,DSL,Yes,Yes,No,No,No,Yes
T510073,Fiber Optic,Yes,No,No,No,Yes,No
T513724,DSL,Yes,Yes,Yes,No,No,Yes
T515102,DSL,Yes,Yes,No,No,Yes,Yes
T519693,DSL,Yes,Yes,No,Yes,Yes,No
T522390,Fiber Optic,Yes,No,Yes,No,No,No
T526594,Fiber Optic,Yes,Yes,No,Yes,No,Yes
T531107,None,Yes,No,No,Yes,No,No
T531714,None,Yes,No,No,Yes,No,Yes
T538580,None,Yes,No,Yes,Yes,Yes,No
T539156,Fiber Optic,Yes,No,No,Yes,Yes,Yes
T540942,None,Yes,Yes,Yes,Yes,No,Yes
T541594,None,Yes,No,No,No,Yes,No
T543193,Fiber Optic,Yes,No,No,No,Yes,No
T544616,Fiber Optic,No,Yes,No,Yes,No,No
T545830,Fiber Optic,No,Yes,Yes,Yes,No,Yes
T545859,None,Yes,No,No,No,No,No
T547180,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
T547742,DSL,Yes,No,No,No,Yes,No
T54891,DSL,Yes,Yes,No,No,Yes,Yes
T549865,DSL,Yes,No,No,Yes,No,Yes
T557583,Fiber Optic,No,Yes,No,Yes,Yes,No
T55820,Fiber Optic,Yes,Yes,Yes,Yes,No,No
T558224,Fiber Optic,Yes,No,No,No,Yes,No
T560412,DSL,Yes,No,No,Yes,Yes,Yes
T565722,DSL,Yes,Yes,Yes,Yes,No,Yes
T56833,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
T568788,DSL,No,Yes,Yes,No,No,No
T570311,None,No,Yes,No,No,No,Yes
T57126,None,No,Yes,No,Yes,Yes,Yes
T577346,Fiber Optic,Yes,Yes,No,No,No,No
T581683,None,Yes,No,Yes,Yes,Yes,Yes
T584418,DSL,Yes,No,No,No,No,No
T588904,None,Yes,No,No,No,No,No
T589286,Fiber Optic,Yes,No,No,Yes,No,No
T590399,DSL,Yes,Yes,Yes,No,Yes,No
T590890,DSL,Yes,Yes,Yes,Yes,No,No
T591964,Fiber Optic,Yes,Yes,No,No,Yes,No
T592373,DSL,No,Yes,No,No,No,No
T59603,DSL,Yes,Yes,No,No,Yes,Yes
T59719,DSL,Yes,No,No,Yes,No,Yes
T601214,Fiber Optic,Yes,Yes,No,No,No,Yes
T602661,None,Yes,No,No,No,No,No
T604835,None,Yes,No,No,Yes,No,Yes
T606858,Fiber Optic,Yes,Yes,No,Yes,No,No
T609106,DSL,Yes,No,No,Yes,No,Yes
T610774,None,Yes,No,Yes,No,Yes,No
T618453,None,Yes,No,Yes,No,No,No
T620393,DSL,Yes,Yes,No,Yes,Yes,No
T626833,DSL,Yes,Yes,Yes,Yes,No,Yes
T628807,Fiber Optic,Yes,No,No,No,Yes,No
T628897,DSL,Yes,No,Yes,No,No,No
T629485,Fiber Optic,Yes,No,No,No,Yes,Yes
T632617,Fiber Optic,Yes,Yes,No,Yes,No,No
T636439,DSL,Yes,Yes,Yes,Yes,Yes,No
T636629,DSL,Yes,Yes,Yes,No,Yes,No
T638047,None,Yes,No,Yes,No,No,No
T638317,DSL,Yes,Yes,No,Yes,No,Yes
T638377,DSL,Yes,No,No,No,Yes,No
T640348,Fiber Optic,Yes,Yes,No,No,Yes,No
T643468,Fiber Optic,Yes,Yes,No,No,No,No
T647451,DSL,Yes,Yes,Yes,Yes,No,No
T65197,Fiber Optic,Yes,No,No,Yes,Yes,Yes
T653531,Fiber Optic,Yes,Yes,Yes,No,Yes,No
T654164,DSL,Yes,No,No,Yes,Yes,No
T65436,None,Yes,No,Yes,No,Yes,No
T657677,DSL,Yes,No,No,Yes,Yes,Yes
T658447,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes
T660448,Fiber Optic,Yes,No,No,No,No,Yes
T663920,Fiber Optic,No,No,Yes,Yes,Yes,Yes
T664511,Fiber Optic,Yes,Yes,No,No,No,No
T666759,None,Yes,Yes,No,No,No,No
T667020,Fiber Optic,Yes,No,No,No,No,No
T675540,DSL,Yes,No,No,Yes,No,No
T675703,None,Yes,No,Yes,No,Yes,No
T677196,Fiber Optic,Yes,No,No,Yes,Yes,No
T679323,DSL,Yes,No,Yes,No,No,Yes
T679908,DSL,Yes,Yes,Yes,No,No,No
T689270,Fiber Optic,Yes,Yes,No,Yes,No,No
T689606,Fiber Optic,Yes,Yes,No,Yes,Yes,No
T691939,Fiber Optic,Yes,No,No,No,Yes,Yes
T691997,DSL,Yes,No,Yes,No,Yes,No
T697778,DSL,Yes,Yes,No,No,Yes,No
T706916,Fiber Optic,Yes,No,No,Yes,Yes,Yes
T708376,DSL,Yes,Yes,No,No,No,No
T708534,Fiber Optic,Yes,No,No,Yes,No,Yes
T709501,DSL,Yes,Yes,No,Yes,No,No
T710947,Fiber Optic,Yes,Yes,No,No,Yes,No
T716593,Fiber Optic,Yes,No,No,Yes,No,No
T716617,None,Yes,Yes,Yes,No,Yes,Yes
T718168,DSL,Yes,Yes,No,No,Yes,No
T719053,Fiber Optic,Yes,Yes,No,Yes,No,No
T726800,None,Yes,Yes,Yes,Yes,Yes,No
T727607,DSL,Yes,No,No,Yes,No,Yes
T729357,Fiber Optic,Yes,Yes,No,Yes,Yes,No
T730897,Fiber Optic,Yes,Yes,Yes,No,No,Yes
T731870,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
T732352,Fiber Optic,Yes,Yes,No,Yes,Yes,No
T73830,Fiber Optic,Yes,Yes,No,Yes,No,No
T739016,DSL,Yes,Yes,Yes,No,No,No
T739616,Fiber Optic,Yes,No,No,No,Yes,No
T746316,Fiber Optic,Yes,No,Yes,Yes,Yes,No
T74722,Fiber Optic,Yes,No,No,No,No,Yes
T749460,DSL,Yes,Yes,No,Yes,No,No
T749981,None,Yes,No,No,No,Yes,No
T750530,Fiber Optic,Yes,No,Yes,Yes,No,No
T75528,Fiber Optic,Yes,Yes,Yes,No,Yes,No
T759009,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
T760461,DSL,Yes,No,No,No,No,Yes
T761698,DSL,Yes,No,Yes,No,No,No
T762741,DSL,Yes,No,Yes,No,Yes,No
T762967,DSL,Yes,Yes,Yes,No,No,No
T764835,DSL,Yes,No,Yes,No,Yes,No
T767247,DSL,Yes,Yes,Yes,No,Yes,No
T767556,None,Yes,Yes,No,Yes,Yes,No
T768979,Fiber Optic,No,No,No,No,Yes,No
T770495,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
T77622,Fiber Optic,Yes,No,No,Yes,No,No
T778104,DSL,Yes,No,No,No,No,No
T782123,Fiber Optic,Yes,No,No,No,No,No
T783228,None,Yes,Yes,Yes,Yes,No,No
T784519,Fiber Optic,Yes,Yes,Yes,No,No,Yes
T786613,Fiber Optic,Yes,No,Yes,Yes,No,No
T786944,Fiber Optic,Yes,No,No,Yes,No,No
T788611,Fiber Optic,Yes,No,No,Yes,Yes,Yes
T789081,None,Yes,No,Yes,Yes,No,Yes
T79206,Fiber Optic,Yes,No,No,No,Yes,No
T795869,DSL,Yes,No,No,No,No,No
T797871,DSL,Yes,No,Yes,No,No,Yes
T800245,Fiber Optic,Yes,No,Yes,No,No,No
T801799,DSL,No,No,No,Yes,No,No
T802642,None,Yes,No,No,No,Yes,No
T805739,Fiber Optic,Yes,No,Yes,Yes,No,Yes
T805948,Fiber Optic,Yes,Yes,No,No,No,No
T806687,None,Yes,Yes,No,Yes,Yes,Yes
T809308,Fiber Optic,Yes,Yes,No,No,No,No
T809859,Fiber Optic,Yes,No,No,No,Yes,No
T811107,DSL,Yes,No,No,No,Yes,No
T812251,Fiber Optic,Yes,No,No,No,No,No
T813428,None,Yes,No,No,No,No,No
T813748,Fiber Optic,Yes,Yes,No,No,Yes,Yes
T81402,DSL,Yes,Yes,No,No,Yes,Yes
T814173,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes
T814609,Fiber Optic,Yes,No,Yes,No,No,Yes
T81723,DSL,Yes,Yes,Yes,Yes,No,Yes
T817900,Fiber Optic,Yes,No,No,Yes,No,Yes
T824376,DSL,Yes,Yes,No,No,No,No
T834491,DSL,Yes,No,Yes,Yes,Yes,No
T83491,DSL,Yes,Yes,No,Yes,No,Yes
T839003,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes
T840029,Fiber Optic,Yes,Yes,No,Yes,No,No
T841767,Fiber Optic,Yes,Yes,No,No,No,No
T843460,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes
T843829,Fiber Optic,Yes,No,Yes,No,Yes,Yes
T844317,None,Yes,No,No,No,No,No
T844959,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
T845800,Fiber Optic,Yes,No,No,No,No,Yes
T846054,DSL,Yes,No,Yes,Yes,No,No
T846662,Fiber Optic,Yes,Yes,Yes,No,No,Yes
T849288,Fiber Optic,Yes,Yes,No,Yes,Yes,No
T853519,Fiber Optic,Yes,Yes,No,No,Yes,Yes
T853936,Fiber Optic,Yes,No,Yes,No,No,Yes
T85540,None,Yes,No,Yes,Yes,Yes,No
T856966,DSL,Yes,Yes,No,Yes,No,Yes
T860300,None,Yes,No,No,No,No,No
T860986,DSL,Yes,Yes,Yes,Yes,No,No
T864638,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes
T865307,Fiber Optic,No,No,Yes,No,Yes,No
T866355,Fiber Optic,Yes,Yes,No,Yes,No,Yes
T867131,DSL,Yes,Yes,No,No,No,No
T867814,Fiber Optic,Yes,Yes,No,Yes,No,Yes
T868642,None,Yes,No,No,No,No,Yes
T871243,DSL,Yes,No,No,Yes,No,No
T871397,Fiber Optic,Yes,No,No,Yes,Yes,No
T872338,DSL,Yes,Yes,No,Yes,No,No
T874725,DSL,Yes,Yes,Yes,No,No,Yes
T874752,DSL,Yes,No,Yes,Yes,Yes,No
T875085,Fiber Optic,Yes,Yes,No,No,No,No
T875893,Fiber Optic,Yes,No,No,Yes,No,No
T879160,Fiber Optic,Yes,Yes,Yes,No,No,No
T880836,DSL,Yes,No,No,Yes,No,No
T884723,DSL,Yes,Yes,Yes,Yes,No,Yes
T885233,Fiber Optic,Yes,No,No,No,No,No
T885359,DSL,Yes,No,No,Yes,No,No
T886343,Fiber Optic,Yes,No,No,No,No,Yes
T895288,Fiber Optic,Yes,No,No,No,Yes,No
T896933,Fiber Optic,Yes,No,No,No,No,No
T897383,DSL,Yes,Yes,Yes,Yes,No,Yes
T898110,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
T898999,DSL,Yes,Yes,Yes,No,No,Yes
T90050,None,Yes,No,No,No,No,No
T900913,None,Yes,No,No,Yes,No,Yes
T902912,DSL,Yes,Yes,No,Yes,No,No
T906392,Fiber Optic,Yes,No,No,No,No,Yes
T908779,None,Yes,No,No,No,No,No
T912154,Fiber Optic,Yes,No,No,Yes,Yes,Yes
T912921,Fiber Optic,Yes,Yes,Yes,No,Yes,No
T913039,Fiber Optic,No,No,Yes,No,Yes,No
T913744,DSL,Yes,Yes,No,No,No,Yes
T923695,DSL,Yes,Yes,No,No,No,Yes
T928478,Fiber Optic,Yes,No,No,No,No,Yes
T931250,Fiber Optic,Yes,No,No,Yes,Yes,No
T933057,DSL,Yes,Yes,No,No,Yes,No
T938763,Fiber Optic,Yes,No,Yes,Yes,Yes,No
T938913,None,Yes,No,No,No,Yes,No
T939239,DSL,Yes,Yes,No,No,No,Yes
T948793,Fiber Optic,Yes,No,Yes,Yes,Yes,No
T966251,None,Yes,No,Yes,Yes,No,No
T970991,DSL,Yes,No,Yes,Yes,Yes,No
T972317,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
T972795,Fiber Optic,No,Yes,Yes,No,No,No
T976152,Fiber Optic,Yes,Yes,No,No,Yes,No
T977331,Fiber Optic,No,No,No,No,Yes,No
T979569,None,Yes,Yes,No,No,Yes,Yes
T982698,Fiber Optic,Yes,Yes,No,Yes,No,No
T983512,DSL,Yes,No,No,No,No,No
T986176,Fiber Optic,Yes,No,No,No,Yes,Yes
T987467,DSL,Yes,Yes,No,No,Yes,No
T989731,DSL,Yes,No,No,Yes,No,No
T99095,DSL,Yes,Yes,No,Yes,No,Yes
T993713,Fiber Optic,Yes,Yes,No,No,No,No
T994346,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
T994784,DSL,Yes,No,No,No,Yes,Yes
T997038,DSL,Yes,Yes,No,Yes,No,Yes
T997976,Fiber Optic,Yes,Yes,No,No,No,No
T998854,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
U00174,DSL,Yes,Yes,Yes,Yes,Yes,Yes
U00501,DSL,Yes,No,No,No,Yes,Yes
U04002,Fiber Optic,No,Yes,Yes,No,Yes,Yes
U05301,Fiber Optic,Yes,Yes,No,No,No,No
U07639,DSL,Yes,No,Yes,No,Yes,Yes
U100638,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
U102287,DSL,Yes,No,No,Yes,No,No
U103667,DSL,Yes,No,No,No,No,Yes
U110716,DSL,Yes,Yes,No,Yes,No,No
U113610,Fiber Optic,Yes,No,No,Yes,Yes,No
U114164,None,Yes,Yes,Yes,Yes,Yes,No
U118458,None,Yes,No,Yes,No,Yes,No
U11876,None,No,No,No,No,No,No
U120690,None,Yes,No,Yes,Yes,Yes,Yes
U121835,None,No,Yes,No,No,Yes,No
U13444,Fiber Optic,Yes,Yes,No,No,No,Yes
U13490,None,Yes,No,No,No,Yes,Yes
U135613,DSL,Yes,Yes,No,No,No,No
U136415,DSL,Yes,No,Yes,Yes,No,Yes
U138054,Fiber Optic,Yes,Yes,No,Yes,Yes,No
U138913,None,Yes,No,No,No,Yes,Yes
U148916,Fiber Optic,Yes,Yes,No,No,Yes,No
U151000,None,Yes,No,No,Yes,Yes,No
U158712,DSL,Yes,Yes,No,No,Yes,No
U160756,DSL,Yes,No,Yes,Yes,No,No
U164846,DSL,Yes,Yes,No,Yes,No,Yes
U168359,Fiber Optic,Yes,No,No,No,Yes,No
U169694,DSL,Yes,Yes,Yes,Yes,Yes,Yes
U172635,DSL,Yes,Yes,No,No,Yes,No
U173150,DSL,Yes,No,Yes,Yes,No,No
U174484,None,No,Yes,Yes,Yes,No,No
U176451,Fiber Optic,Yes,Yes,Yes,Yes,No,No
U176935,Fiber Optic,Yes,Yes,No,Yes,No,Yes
U180646,DSL,Yes,Yes,Yes,No,No,Yes
U183959,Fiber Optic,Yes,Yes,No,Yes,No,No
U186366,DSL,Yes,Yes,No,No,No,No
U187337,Fiber Optic,Yes,No,No,No,No,Yes
U191359,Fiber Optic,Yes,No,Yes,No,No,Yes
U191976,DSL,Yes,No,Yes,Yes,No,Yes
U195458,None,Yes,Yes,No,Yes,Yes,No
U197866,DSL,Yes,Yes,Yes,No,No,Yes
U200056,Fiber Optic,Yes,Yes,No,No,No,No
U201713,DSL,Yes,No,No,No,Yes,Yes
U202709,Fiber Optic,Yes,No,No,No,No,No
U204351,DSL,Yes,No,No,No,No,No
U207175,DSL,Yes,No,Yes,Yes,No,No
U207706,DSL,Yes,Yes,Yes,No,Yes,No
U207712,Fiber Optic,Yes,No,Yes,No,Yes,Yes
U208456,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
U212075,Fiber Optic,No,No,No,Yes,Yes,No
U213708,Fiber Optic,Yes,No,Yes,Yes,No,No
U215061,Fiber Optic,Yes,Yes,No,No,No,Yes
U218866,DSL,Yes,Yes,Yes,No,No,Yes
U219545,Fiber Optic,Yes,No,Yes,No,Yes,Yes
U219951,DSL,Yes,No,Yes,Yes,No,No
U225462,DSL,Yes,No,Yes,Yes,No,No
U229229,Fiber Optic,Yes,No,Yes,Yes,No,Yes
U229289,DSL,Yes,Yes,Yes,No,No,No
U231980,Fiber Optic,Yes,Yes,No,No,No,No
U233086,Fiber Optic,Yes,No,No,No,No,No
U234680,None,Yes,No,Yes,No,No,No
U236179,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
U241553,DSL,Yes,No,Yes,Yes,Yes,Yes
U243994,None,Yes,No,No,No,No,No
U246543,Fiber Optic,Yes,No,Yes,No,No,Yes
U252601,None,Yes,No,No,No,No,No
U25555,Fiber Optic,Yes,Yes,No,No,Yes,Yes
U258018,Fiber Optic,Yes,No,No,Yes,No,No
U26172,Fiber Optic,No,No,Yes,No,Yes,No
U270597,Fiber Optic,Yes,Yes,Yes,No,Yes,No
U271265,DSL,Yes,Yes,Yes,Yes,Yes,Yes
U272006,DSL,No,Yes,No,No,No,Yes
U27325,Fiber Optic,Yes,No,No,Yes,Yes,No
U276149,DSL,Yes,No,Yes,Yes,No,No
U277761,Fiber Optic,Yes,Yes,No,No,No,No
U280332,None,Yes,No,Yes,Yes,Yes,No
U282565,Fiber Optic,Yes,Yes,No,No,No,No
U283461,Fiber Optic,Yes,No,Yes,Yes,No,No
U286430,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
U289879,DSL,Yes,No,No,Yes,Yes,No
U292174,None,Yes,No,No,No,No,Yes
U300011,None,Yes,Yes,No,Yes,Yes,Yes
U300358,Fiber Optic,Yes,Yes,No,Yes,No,Yes
U301898,DSL,Yes,Yes,No,Yes,Yes,No
U303089,DSL,Yes,No,No,Yes,Yes,No
U30387,Fiber Optic,Yes,Yes,No,No,Yes,Yes
U307619,DSL,Yes,Yes,No,Yes,Yes,No
U308163,DSL,Yes,No,Yes,Yes,Yes,No
U308656,None,Yes,Yes,No,Yes,No,Yes
U315086,DSL,Yes,Yes,No,No,No,No
U315909,Fiber Optic,No,Yes,Yes,No,Yes,No
U31820,Fiber Optic,Yes,No,Yes,No,No,Yes
U325455,DSL,Yes,Yes,No,No,No,No
U32685,Fiber Optic,Yes,Yes,No,No,No,No
U328101,DSL,Yes,Yes,No,Yes,Yes,No
U332484,DSL,Yes,Yes,No,No,Yes,Yes
U332690,None,Yes,No,No,No,No,Yes
U335188,DSL,Yes,No,No,No,No,Yes
U33762,DSL,Yes,No,No,No,Yes,Yes
U338809,DSL,Yes,Yes,Yes,No,Yes,No
U340677,None,Yes,No,No,No,No,No
U344720,DSL,No,Yes,No,No,Yes,No
U344970,None,Yes,No,Yes,No,Yes,No
U345949,DSL,Yes,No,Yes,Yes,No,Yes
U350920,DSL,Yes,No,No,Yes,No,Yes
U357458,Fiber Optic,Yes,No,No,Yes,No,No
U358684,None,Yes,No,No,No,Yes,No
U362149,DSL,Yes,Yes,Yes,Yes,Yes,Yes
U364727,DSL,Yes,No,No,Yes,No,Yes
U36625,None,Yes,Yes,No,No,No,No
U367869,None,Yes,No,No,No,No,Yes
U369496,DSL,Yes,No,No,No,Yes,Yes
U369541,DSL,Yes,No,Yes,No,No,Yes
U369647,DSL,Yes,No,No,No,Yes,Yes
U369695,Fiber Optic,Yes,No,No,Yes,No,Yes
U372337,Fiber Optic,Yes,Yes,Yes,No,Yes,No
U376096,DSL,Yes,Yes,No,Yes,No,Yes
U380766,DSL,Yes,Yes,No,Yes,No,No
U385565,Fiber Optic,Yes,No,Yes,No,No,Yes
U386699,DSL,Yes,No,No,No,No,Yes
U391073,Fiber Optic,Yes,Yes,No,No,Yes,No
U391082,DSL,Yes,No,Yes,No,No,No
U391523,None,Yes,No,No,No,Yes,No
U398073,Fiber Optic,Yes,No,No,No,No,Yes
U405731,DSL,Yes,No,No,Yes,No,No
U407050,None,Yes,No,No,No,Yes,Yes
U407326,DSL,Yes,Yes,No,Yes,Yes,No
U409049,Fiber Optic,Yes,No,No,No,Yes,No
U412541,DSL,Yes,Yes,Yes,No,Yes,No
U413800,Fiber Optic,Yes,No,No,Yes,Yes,No
U418693,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
U422627,Fiber Optic,Yes,Yes,No,No,Yes,Yes
U426077,Fiber Optic,Yes,No,Yes,Yes,Yes,No
U426708,Fiber Optic,Yes,No,Yes,No,No,No
U429147,None,Yes,Yes,No,No,Yes,No
U432834,DSL,Yes,No,Yes,No,No,Yes
U433590,Fiber Optic,Yes,No,Yes,Yes,Yes,No
U442595,DSL,No,Yes,No,No,No,Yes
U444790,Fiber Optic,Yes,No,Yes,Yes,Yes,No
U448618,Fiber Optic,Yes,Yes,No,No,Yes,No
U449108,DSL,Yes,Yes,Yes,Yes,Yes,No
U449322,Fiber Optic,No,No,No,Yes,Yes,No
U451201,Fiber Optic,Yes,No,No,No,No,No
U452069,Fiber Optic,Yes,No,Yes,No,Yes,No
U454955,DSL,Yes,No,Yes,No,No,Yes
U456991,Fiber Optic,Yes,No,Yes,No,Yes,Yes
U460373,None,Yes,Yes,No,Yes,No,No
U460441,None,Yes,No,No,Yes,No,No
U46254,Fiber Optic,Yes,No,No,No,Yes,No
U463755,DSL,Yes,Yes,No,Yes,No,No
U463810,DSL,Yes,Yes,Yes,No,Yes,Yes
U466642,DSL,Yes,No,No,Yes,No,Yes
U469398,None,Yes,Yes,No,Yes,No,No
U469886,Fiber Optic,Yes,Yes,Yes,No,No,Yes
U472120,DSL,Yes,Yes,No,No,No,Yes
U479043,DSL,No,Yes,No,Yes,No,No
U489831,DSL,No,No,Yes,Yes,No,Yes
U495259,DSL,Yes,No,No,No,No,Yes
U497990,DSL,Yes,No,Yes,No,No,Yes
U505805,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes
U505928,Fiber Optic,Yes,No,Yes,No,Yes,Yes
U506004,Fiber Optic,Yes,No,Yes,Yes,No,No
U509405,None,Yes,Yes,No,Yes,No,Yes
U515711,None,No,Yes,No,Yes,No,No
U517091,DSL,Yes,No,Yes,No,No,No
U518400,DSL,Yes,Yes,Yes,Yes,Yes,Yes
U52206,None,Yes,Yes,No,No,No,Yes
U526402,Fiber Optic,Yes,Yes,Yes,No,No,No
U528986,DSL,Yes,Yes,No,Yes,No,No
U529656,DSL,Yes,No,Yes,No,No,No
U529658,None,Yes,No,No,No,Yes,Yes
U531334,None,Yes,Yes,No,Yes,Yes,Yes
U532782,None,Yes,No,No,Yes,No,Yes
U53701,None,Yes,Yes,Yes,No,No,Yes
U542416,Fiber Optic,Yes,Yes,No,No,No,No
U54307,DSL,Yes,Yes,No,No,No,Yes
U544678,None,Yes,No,No,Yes,No,No
U549211,DSL,No,No,Yes,No,No,No
U549585,DSL,Yes,No,No,Yes,No,Yes
U55456,Fiber Optic,Yes,No,No,Yes,Yes,No
U559614,None,Yes,No,No,No,Yes,No
U560834,DSL,Yes,No,No,Yes,Yes,Yes
U561554,Fiber Optic,Yes,Yes,Yes,No,No,Yes
U564504,None,Yes,No,No,Yes,Yes,Yes
U565222,Fiber Optic,Yes,No,No,Yes,Yes,No
U565764,Fiber Optic,Yes,Yes,No,No,Yes,No
U567243,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
U568821,Fiber Optic,Yes,No,Yes,No,Yes,No
U571507,Fiber Optic,Yes,No,Yes,No,No,No
U573497,DSL,Yes,Yes,No,No,Yes,No
U576649,DSL,Yes,No,No,Yes,Yes,No
U577089,Fiber Optic,Yes,No,Yes,No,Yes,Yes
U578094,None,No,No,No,No,No,Yes
U582130,None,Yes,No,No,No,No,Yes
U586559,DSL,Yes,No,Yes,Yes,No,Yes
U587093,None,No,No,No,Yes,No,No
U588522,DSL,Yes,No,No,Yes,Yes,Yes
U589779,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
U592707,Fiber Optic,Yes,Yes,No,Yes,No,No
U593443,Fiber Optic,No,Yes,No,Yes,Yes,No
U597597,None,Yes,Yes,Yes,No,Yes,Yes
U602748,Fiber Optic,No,Yes,Yes,No,Yes,No
U606571,None,Yes,Yes,No,Yes,No,No
U606583,DSL,No,No,No,No,No,Yes
U607425,DSL,Yes,Yes,Yes,Yes,Yes,Yes
U608044,None,Yes,Yes,No,No,No,No
U608200,DSL,Yes,No,No,No,No,Yes
U610444,None,Yes,Yes,No,No,Yes,Yes
U611705,None,Yes,No,No,No,Yes,No
U616070,None,No,No,Yes,No,Yes,No
U622257,Fiber Optic,No,Yes,Yes,No,No,No
U625153,Fiber Optic,Yes,Yes,No,No,No,No
U630888,Fiber Optic,Yes,Yes,No,No,No,No
U631731,Fiber Optic,Yes,Yes,No,Yes,Yes,No
U632597,Fiber Optic,Yes,No,No,Yes,Yes,No
U634061,DSL,Yes,Yes,No,Yes,Yes,No
U635749,DSL,Yes,No,Yes,Yes,Yes,No
U638010,None,Yes,No,No,No,No,No
U644626,None,Yes,Yes,Yes,No,Yes,No
U645837,DSL,Yes,Yes,Yes,Yes,No,No
U646366,None,Yes,No,No,No,Yes,No
U648807,DSL,Yes,No,Yes,No,Yes,No
U652791,DSL,Yes,No,No,Yes,Yes,No
U657488,Fiber Optic,Yes,No,Yes,No,No,No
U66424,DSL,Yes,Yes,No,Yes,No,No
U668109,Fiber Optic,Yes,No,No,No,Yes,No
U670681,Fiber Optic,Yes,No,No,No,Yes,No
U670726,DSL,No,No,Yes,No,No,No
U686255,DSL,No,No,No,No,Yes,No
U698178,DSL,Yes,No,Yes,Yes,No,No
U698370,Fiber Optic,Yes,Yes,Yes,No,Yes,No
U699997,Fiber Optic,Yes,Yes,Yes,No,No,Yes
U700981,DSL,No,Yes,No,Yes,Yes,Yes
U707295,None,Yes,No,No,Yes,No,No
U707324,DSL,Yes,No,Yes,No,Yes,No
U713265,DSL,Yes,No,Yes,No,Yes,Yes
U71984,DSL,No,No,No,No,Yes,Yes
U721721,Fiber Optic,Yes,No,No,Yes,No,No
U721877,None,Yes,No,No,No,Yes,Yes
U724245,DSL,Yes,Yes,Yes,Yes,No,No
U726172,Fiber Optic,Yes,No,Yes,No,No,No
U729467,Fiber Optic,Yes,No,Yes,No,Yes,No
U736350,Fiber Optic,Yes,No,No,No,No,No
U736444,DSL,Yes,No,No,No,Yes,No
U738468,Fiber Optic,Yes,Yes,No,No,Yes,No
U739645,Fiber Optic,Yes,No,No,No,Yes,No
U741276,Fiber Optic,Yes,No,No,Yes,Yes,No
U741540,Fiber Optic,Yes,No,No,No,Yes,No
U745199,Fiber Optic,Yes,Yes,No,No,Yes,No
U746589,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
U746779,Fiber Optic,Yes,Yes,No,Yes,No,No
U747129,None,Yes,No,Yes,Yes,Yes,No
U747542,DSL,Yes,No,Yes,Yes,Yes,No
U750518,None,Yes,No,No,No,No,No
U755992,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
U756587,DSL,Yes,Yes,No,No,No,No
U76650,Fiber Optic,Yes,No,Yes,No,Yes,No
U76820,Fiber Optic,Yes,No,Yes,No,Yes,No
U773599,DSL,Yes,No,No,Yes,Yes,No
U774556,Fiber Optic,Yes,Yes,No,No,Yes,Yes
U775543,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
U781970,DSL,Yes,Yes,Yes,No,No,No
U782508,DSL,Yes,No,No,No,No,No
U783014,Fiber Optic,Yes,Yes,Yes,No,No,Yes
U784168,Fiber Optic,Yes,No,Yes,Yes,No,No
U784524,Fiber Optic,Yes,No,No,Yes,Yes,No
U790894,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
U791625,None,Yes,Yes,No,Yes,No,No
U791762,DSL,Yes,No,Yes,Yes,Yes,No
U794072,None,Yes,No,Yes,No,Yes,No
U795376,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
U799377,Fiber Optic,No,Yes,Yes,Yes,Yes,No
U811590,Fiber Optic,Yes,No,Yes,No,Yes,Yes
U817172,Fiber Optic,Yes,No,No,Yes,No,No
U819149,None,No,No,Yes,No,Yes,No
U821333,Fiber Optic,Yes,Yes,Yes,No,No,No
