,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
7504,7504,Y825102,cd1b4b49-8f7a-413e-925c-5cb62394ae8f,West Chester,OH,Butler,45069,39.34236,-84.41132,51117,Urban,America/New_York,Media buyer,5,NA,Master's Degree,Full Time,46231.66,Separated,Female,Yes,14.69142,15,1,0,NA,Month-to-month,No,Yes,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),50.7426,207.0313,NA,3,4,3,4,4,3,5,3
7505,7505,W49921,12b48071-ae42-44d2-90c5-92953a3a354d,Steele,ND,Kidder,58482,46.85517,-99.89894,990,Suburban,America/Chicago,Research scientist (medical),NA,68,Bachelor's Degree,Full Time,NA,Married,Male,No,9.218079,10,2,0,NA,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),61.56209,251.955,5592.221,4,5,4,3,4,2,3,3
7506,7506,Z506472,d4b6d598-4e23-4c6a-b24c-73d1bf032663,Lyons,NE,Burt,68038,41.95408,-96.44589,1310,Rural,America/Chicago,Intelligence analyst,0,NA,"Some College, 1 or More Years, No Degree",Part Time,NA,Married,Male,No,12.02426,12,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Mailed Check,66.85534,137.8729,5704.335,4,3,4,3,3,4,5,4
7507,7507,P576658,7603189d-e402-40ce-b624-2c6204aa04d5,Brooksville,FL,Hernando,34601,28.59027,-82.36481,21847,Urban,America/New_York,"Lecturer, higher education",NA,68,Master's Degree,Full Time,52062.66,Never Married,Male,No,9.847934,14,2,0,NA,Two Year,No,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,64.39242,244.3579,6353.557,4,4,4,3,3,5,4,4
7508,7508,P711162,7ae45deb-0c7c-4662-a94f-a5bc1aeabd7f,Muleshoe,TX,Bailey,79347,34.17746,-102.782,7233,Urban,America/Chicago,"Conservator, furniture",NA,NA,Regular High School Diploma,Full Time,18517.01,Married,Male,No,7.158188,11,0,0,No,One year,No,No,DSL,NA,No,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),55.55453,128.5202,5320.151,3,4,2,5,1,3,3,4
7509,7509,M22624,387430a9-4a6b-406c-9136-63f1360e3e33,Beaufort,SC,Beaufort,29904,32.45734,-80.71791,712,Urban,America/New_York,Advertising account executive,0,NA,"Some College, 1 or More Years, No Degree",Full Time,83990.65,Divorced,Female,No,4.634076,14,1,1,NA,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),71.20362,117.3156,6015.341,3,4,3,3,4,3,3,2
7510,7510,A669802,53e03863-0931-4c45-8271-a4480567dbc4,Baskin,LA,Franklin,71219,32.323,-91.6843,1364,Urban,America/Chicago,Photographer,4,NA,"Some College, 1 or More Years, No Degree",Full Time,NA,Separated,Female,No,7.004205,16,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),62.58109,232.5466,NA,3,4,2,4,4,2,3,4
7511,7511,K837405,b888086a-1700-406c-80f0-0dfc8e75fdcc,Hackensack,MN,Cass,56452,46.94717,-94.46378,1845,Rural,America/Chicago,"Nurse, children's",0,72,Bachelor's Degree,Full Time,55227.66,Divorced,Male,No,7.874582,11,2,0,NA,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,45.03753,242.6229,4297.197,4,3,4,3,3,4,4,2
7512,7512,F528242,e9ed08e7-ffa0-4af2-8f89-2a0435851cb7,Escondido,CA,San Diego,92027,33.13447,-116.9843,56811,Suburban,America/Los_Angeles,"Teacher, primary school",1,22,"Some College, 1 or More Years, No Degree",Part Time,9906.53,Married,Female,No,32.60818,12,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,55.06506,187.9114,4794.084,5,5,5,5,3,3,4,3
7513,7513,P573247,bf95b2a5-16b1-4f76-ac2a-c2310f7f1574,Guild,NH,Sullivan,3754,43.37746,-72.13839,267,Rural,America/New_York,Haematologist,1,37,"9th Grade to 12th Grade, No Diploma",Unemployed,70458.03,Married,Male,No,9.573447,15,1,1,Yes,One year,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,56.9769,213.6725,5744.848,4,4,4,3,4,4,4,4
7514,7514,W693810,e86b0888-479a-406b-ab47-4a7444cea0b0,Yakima,WA,Yakima,98903,46.53887,-121.0266,14312,Urban,America/Los_Angeles,"Education officer, environmental",0,68,Bachelor's Degree,Full Time,NA,Never Married,Female,No,9.987081,10,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Electronic Check,67.37714,182.1171,6196.42,2,2,3,3,5,3,3,2
7515,7515,W837343,9e34c93a-02b3-4fb1-bff9-f83d8c1f360d,Roscoe,IL,Winnebago,61073,42.42472,-88.99358,19165,Urban,America/Chicago,Mental health nurse,0,41,Bachelor's Degree,Full Time,16604,Widowed,Prefer not to answer,No,14.7908,10,1,0,NA,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),60.37731,179.7111,5138.712,4,4,3,5,2,4,5,3
7516,7516,R611870,951cc690-cee0-4886-90e9-6490d60d80ca,Sheldon Springs,VT,Franklin,5485,44.90718,-72.97536,110,Suburban,America/New_York,"Engineer, control and instrumentation",4,48,Bachelor's Degree,Full Time,NA,Never Married,Male,No,12.30135,14,0,1,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,62.68348,117.7852,5598.053,4,6,4,2,4,4,4,4
7517,7517,P91417,466442e1-bf28-4489-9b8a-8d869d2d1fc3,Raleigh,NC,Wake,27601,35.77365,-78.63443,10445,Rural,America/New_York,Information officer,NA,60,Bachelor's Degree,Student,10647.22,Divorced,Male,Yes,11.97819,14,0,1,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),38.34946,213.2051,4173.932,3,4,4,4,2,5,4,3
7518,7518,Q526622,dd97bac3-acc3-4c7d-bb11-b3e023b3f562,Fair Haven,NJ,Monmouth,7704,40.3618,-74.03934,5943,Urban,America/New_York,"Teacher, adult education",NA,31,"Some College, Less than 1 Year",Retired,2475.81,Separated,Male,Yes,8.472673,16,2,1,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,46.77756,232.3586,5088.789,4,4,3,5,4,4,5,4
7519,7519,S424236,30c0d178-3eb7-4601-84d0-9ba4145cd1fc,Idaho Springs,CO,Clear Creek,80452,39.70718,-105.6139,3091,Urban,America/Denver,Medical secretary,NA,25,Bachelor's Degree,Full Time,29155.86,Married,Female,No,12.57263,10,0,1,NA,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Credit Card (automatic),52.74302,113.8633,4460.767,3,3,3,4,2,3,4,4
7520,7520,A771900,b26e7030-1e56-42dd-8b2c-9743f99b59c9,Picabo,ID,Blaine,83348,43.25699,-114.1078,372,Urban,America/Boise,"Psychotherapist, dance movement",1,77,Regular High School Diploma,Part Time,36614.77,Divorced,Male,No,6.892807,13,0,0,No,One year,No,No,Fiber Optic,No,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,51.73839,181.3456,4517.455,3,4,3,5,2,3,4,3
7521,7521,T868642,0a96a90e-5c68-47df-8135-1a4efe421fe8,Reynolds,IN,White,47980,40.75274,-86.90377,1002,Rural,America/Indiana/Indianapolis,Forensic psychologist,1,NA,Regular High School Diploma,Part Time,71027.51,Married,Male,No,8.742443,11,0,0,Yes,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,No,No,No,Mailed Check,61.6107,91.45518,5184.174,3,3,4,3,5,4,3,3
7522,7522,D565518,33342416-0212-49a0-882b-eee44034854e,Topeka,IN,LaGrange,46571,41.56849,-85.54557,5465,Rural,America/Indiana/Indianapolis,Museum education officer,0,NA,"Some College, 1 or More Years, No Degree",Full Time,NA,Divorced,Female,No,12.25618,18,1,2,No,Two Year,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,70.15014,164.3072,6548.097,5,4,4,3,6,2,2,3
7523,7523,J65553,83a0b660-de56-4d0b-ba1a-e37647dcb0ff,Brooks,GA,Fayette,30205,33.26848,-84.46663,2864,Urban,America/New_York,Multimedia programmer,NA,NA,Regular High School Diploma,Full Time,14630.64,Separated,Male,No,15.66227,13,0,0,NA,Month-to-month,No,No,None,No,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),43.91775,92.13132,3739.867,3,2,1,3,4,2,3,3
7524,7524,E433157,4f99919c-1d06-471e-9dcb-12489f7f6f8f,Sassamansville,PA,Montgomery,19472,40.33695,-75.57379,12,Suburban,America/New_York,Housing manager/officer,1,57,Regular High School Diploma,Retired,82645.48,Never Married,Female,No,40.59601,13,3,1,No,Two Year,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,60.45679,251.5101,6007.023,4,4,4,3,5,3,3,2
7525,7525,F950195,58239041-cb00-4704-b014-3c1cbf4af991,Shinnston,WV,Harrison,26431,39.39874,-80.29537,5563,Urban,America/New_York,Warehouse manager,2,72,Regular High School Diploma,Full Time,7451.22,Divorced,Female,No,11.80559,8,2,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,57.3854,150.0428,5354.222,4,4,3,4,3,4,4,3
7526,7526,N790632,6bf2afc9-e6fb-42d4-ab03-1463ff2204d3,Big Rock,IL,Kane,60511,41.75795,-88.55615,1932,Rural,America/Chicago,Artist,NA,67,"9th Grade to 12th Grade, No Diploma",Full Time,33202.57,Never Married,Male,No,7.033603,14,0,1,No,One year,Yes,No,None,Yes,Yes,No,Yes,Yes,NA,No,Yes,Yes,Credit Card (automatic),42.01051,193.4476,3879.473,2,2,3,4,3,2,3,2
7527,7527,D651499,92c409ac-bb0b-43fe-9aaa-433615ee9eca,Aultman,PA,Indiana,15713,40.56976,-79.2617,346,Suburban,America/New_York,Advertising account planner,0,19,Regular High School Diploma,Full Time,5537.66,Separated,Male,No,10.59082,13,0,0,Yes,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,NA,No,Yes,No,Electronic Check,62.99928,169.3353,5595.201,4,4,5,4,3,5,5,4
7528,7528,N72593,75f89b58-11f2-4064-bbdb-8e56e8abaa61,Anchor Point,AK,Kenai Peninsula,99556,59.86781,-151.4953,2640,Rural,America/Anchorage,"Administrator, charities/voluntary organisations",3,51,Bachelor's Degree,Unemployed,NA,Widowed,Male,No,10.12227,12,0,0,NA,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,70.36179,219.2914,6358.605,2,3,4,2,5,3,3,2
7529,7529,J549935,47b7eadf-5292-42d9-9310-97351f9839b0,Felch,MI,Dickinson,49831,46.06706,-87.72941,871,Suburban,America/Menominee,Energy engineer,2,19,GED or Alternative Credential,Full Time,18694.86,Married,Male,Yes,6.555174,17,0,0,No,Month-to-month,No,No,DSL,No,No,No,Yes,No,Yes,Yes,Yes,No,Mailed Check,45.12504,221.9147,4872.376,4,4,3,2,5,2,3,3
7530,7530,O949277,5c73e2c6-df4a-4590-8764-7521ce2af81e,Bolingbrook,IL,Will,60490,41.67474,-88.14442,22202,Rural,America/Chicago,"Programmer, systems",2,NA,Regular High School Diploma,Unemployed,37333.83,Never Married,Female,Yes,9.530498,16,3,1,NA,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),50.65407,270.3252,5310.662,3,4,4,2,4,5,2,3
7531,7531,X834600,353337b7-e96b-45fe-9b9c-250d5e3d26f0,Houghton Lake Heights,MI,Roscommon,48630,44.32477,-84.77246,37,Rural,America/Detroit,"Nurse, learning disability",4,89,"9th Grade to 12th Grade, No Diploma",Full Time,38986.79,Separated,Female,No,13.22496,18,1,0,Yes,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,62.11655,145.9799,5659.985,3,3,3,4,6,2,3,3
7532,7532,R238153,c68a4439-f06d-459f-b8bc-8e5a19f1bc4c,Temecula,CA,Riverside,92591,33.53519,-117.1048,41107,Urban,America/Los_Angeles,Broadcast journalist,1,33,Master's Degree,Full Time,15824.18,Divorced,Male,No,6.68811,11,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),70.67216,172.5212,NA,4,3,3,3,4,1,3,3
7533,7533,Z990229,cf3d68a3-bb6a-4d3c-8948-07beafb5a9fb,Kearney,NE,Buffalo,68849,40.70103,-99.10412,1020,Rural,America/Chicago,Financial adviser,1,68,Bachelor's Degree,Retired,25660.71,Separated,Female,No,9.055103,14,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Mailed Check,53.48518,152.4447,4999.929,5,4,5,4,4,4,5,4
7534,7534,T34700,5df96a0a-0f4d-449b-bbc9-12516f62902f,Garner,NC,Wake,27529,35.65233,-78.58172,48833,Urban,America/New_York,Holiday representative,3,58,Regular High School Diploma,Full Time,96042.29,Married,Male,No,11.32716,9,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,52.98326,114.3873,4645.007,4,3,4,3,4,3,3,3
7535,7535,G265983,8870d22d-68dc-4558-8aec-93eecc25b224,Fillmore,IN,Putnam,46128,39.65568,-86.74283,2000,Urban,America/Indiana/Indianapolis,Jewellery designer,2,38,Regular High School Diploma,Full Time,86111.94,Separated,Prefer not to answer,No,34.4885,11,1,0,NA,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),55.97115,189.213,4934.232,4,3,2,3,3,3,3,3
7536,7536,B511896,66aeac92-a472-4280-b44d-07169a5fade7,Zavalla,TX,Angelina,75980,31.12666,-94.35255,2472,Urban,America/Chicago,Geophysicist/field seismologist,4,35,Regular High School Diploma,Retired,NA,Divorced,Female,No,8.080172,5,0,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),NA,148.1928,5278.074,4,4,3,3,3,4,4,2
7537,7537,O256047,b841b0b0-44f1-4f36-a055-81f581c2f292,Chesapeake City,MD,Cecil,21915,39.49906,-75.84411,2732,Suburban,America/New_York,"Engineer, petroleum",1,87,Associate's Degree,Full Time,NA,Widowed,Female,Yes,11.63892,13,1,1,No,Two Year,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),NA,256.5448,6000.37,2,2,2,4,1,4,4,3
7538,7538,C280648,a7e38074-34cd-4f87-b9e6-721b4f73e3e0,Lecompte,LA,Rapides,71346,31.11304,-92.37616,2689,Suburban,America/Chicago,Economist,NA,NA,Associate's Degree,Full Time,9019.07,Divorced,Male,No,6.040462,11,1,0,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,70.62749,212.3449,6863.9,2,3,2,5,1,4,3,4
7539,7539,Q272209,d8a6c995-e7e3-4fd2-b288-4c7c6f9b6a83,Collingswood,NJ,Camden,8108,39.91431,-75.0618,18252,Rural,America/New_York,Chief Strategy Officer,6,28,Nursery School to 8th Grade,Full Time,NA,Divorced,Male,No,6.120331,9,1,0,No,One year,Yes,Yes,None,No,No,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),65.39301,130.3258,5942.919,4,2,4,1,5,2,4,3
7540,7540,Y749452,5a82f2ec-a0b1-450b-bfdd-f017381a60fe,Ransom Canyon,TX,Lubbock,79366,33.5302,-101.6837,1056,Urban,America/Chicago,"Engineer, manufacturing systems",0,57,"9th Grade to 12th Grade, No Diploma",Full Time,NA,Separated,Male,No,11.30875,13,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,NA,Yes,No,No,Mailed Check,65.25688,163.1475,5651.976,1,1,1,4,3,3,3,4
7541,7541,T503074,488673a1-f1e5-49aa-bd42-89139342b46e,Rush Center,KS,Rush,67575,38.41225,-99.26178,458,Rural,America/Chicago,Bonds trader,1,68,Doctorate Degree,Full Time,67871.48,Widowed,Female,No,6.35545,13,0,0,NA,Two Year,Yes,No,Fiber Optic,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,Mailed Check,56.74758,195.7366,4947.739,3,4,5,4,3,3,2,4
7542,7542,M506093,46b93beb-3c05-4e46-bec3-8e4f3370a84c,Fulton,AR,Hempstead,71838,33.6515,-93.80627,948,Rural,America/Chicago,Hospital doctor,3,NA,Bachelor's Degree,Student,NA,Married,Male,No,10.17756,12,0,0,Yes,Month-to-month,No,No,DSL,NA,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,59.22886,127.051,5590.852,3,4,5,3,5,3,4,2
7543,7543,I89849,86738284-e939-4ffe-bb77-ebf876157c0a,Port Elizabeth,NJ,Cumberland,8348,39.30747,-74.97523,188,Urban,America/New_York,Location manager,5,NA,Associate's Degree,Full Time,71530.36,Widowed,Male,No,12.17146,13,0,1,No,Two Year,Yes,No,Fiber Optic,NA,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),49.61348,149.7096,4608.313,4,4,5,4,3,3,2,3
7544,7544,P619058,6182cd8d-d042-4a64-8d1c-e8e939d969d3,Glen Flora,TX,Wharton,77443,29.34828,-96.19267,245,Rural,America/Chicago,"Teacher, music",0,NA,Master's Degree,Full Time,2353.03,Divorced,Female,No,10.9265,10,0,2,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,NA,Yes,No,No,Bank Transfer(automatic),66.9099,170.9198,5683.505,5,5,5,3,3,4,5,4
7545,7545,P689291,c80e8db5-95eb-4687-809e-169ecc5b0468,Casar,NC,Cleveland,28020,35.52498,-81.64131,2082,Suburban,America/New_York,"Production assistant, radio",NA,33,Regular High School Diploma,Student,47612.31,Never Married,Female,No,12.58644,11,1,0,No,Month-to-month,No,Yes,None,No,Yes,No,Yes,No,NA,Yes,No,No,Bank Transfer(automatic),NA,158.966,5626.902,3,4,4,4,3,3,3,5
7546,7546,Z608194,c9925c4a-8aa3-450c-87cb-93dfa4c05e70,Northwood,IA,Worth,50459,43.44539,-93.25407,3014,Suburban,America/Chicago,"Engineer, maintenance (IT)",0,52,"Some College, 1 or More Years, No Degree",Full Time,44909.71,Married,Male,No,11.02326,10,0,1,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),53.42523,128.9778,5108.081,4,4,4,4,1,4,5,3
7547,7547,Q378447,28bc535b-d3d5-47bf-bfb4-6f4536902c11,Oran,MO,Scott,63771,37.07344,-89.7063,2989,Rural,America/Chicago,Land,NA,84,Bachelor's Degree,Student,20459.07,Married,Female,No,8.931324,11,0,1,No,One year,No,Yes,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),70.19371,231.3263,6457.19,4,3,4,4,5,3,4,4
7548,7548,R832481,117b774b-ed4f-4712-a0c1-40c8137985a8,Jackson,MS,Hinds,39211,32.37175,-90.12222,24628,Suburban,America/Chicago,Youth worker,1,51,Regular High School Diploma,Student,23882.77,Divorced,Male,No,16.16944,4,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,54.94221,194.5804,4999.201,2,2,2,4,3,3,3,3
7549,7549,K406780,19addfe6-4283-4653-a963-97741cd5a6c3,Ohiowa,NE,Fillmore,68416,40.41036,-97.45682,253,Suburban,America/Chicago,"Therapist, nutritional",0,NA,GED or Alternative Credential,Full Time,NA,Never Married,Female,No,7.800465,14,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),41.56439,244.4945,3937.197,4,3,4,5,2,4,5,4
7550,7550,U775543,9b67895f-e475-4f97-8134-ba076f60f1f9,Arrington,TN,Williamson,37014,35.86957,-86.65754,2738,Suburban,America/Chicago,"Engineer, manufacturing systems",1,30,Doctorate Degree,Student,80803.99,Widowed,Male,No,11.74228,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,NA,Yes,No,No,Credit Card (automatic),41.95888,220.1573,4103.44,3,2,2,1,3,2,2,3
7551,7551,H888082,dc6029ab-7b38-4384-b23e-8613b616e579,Honolulu,HI,Honolulu,96814,21.29398,-157.8469,19527,Rural,Pacific/Honolulu,Retail manager,4,78,Bachelor's Degree,Retired,44220.48,Never Married,Male,No,6.967573,9,2,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Electronic Check,69.97129,194.7525,6159.279,3,4,3,6,3,4,3,3
7552,7552,Y148523,bf952df7-728a-4591-84a4-082e86338418,Rhodhiss,NC,Caldwell,28667,35.77224,-81.42789,453,Suburban,America/New_York,"Conservation officer, nature",3,76,"Some College, 1 or More Years, No Degree",Part Time,38126.77,Divorced,Male,No,11.82088,12,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,NA,199.6446,6879.459,2,3,3,3,4,4,3,3
7553,7553,J707701,0160d266-c961-492a-a5dc-2c29f0258f6c,Circleville,KS,Jackson,66416,39.52806,-95.86137,588,Urban,America/Chicago,Occupational hygienist,1,88,"9th Grade to 12th Grade, No Diploma",Retired,NA,Widowed,Female,No,8.062791,14,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Mailed Check,60.29081,112.4263,4841.878,3,4,4,4,2,4,4,4
7554,7554,Z978862,e2ec5d15-1c50-4fa3-a9e2-76580e71cd77,Silver Lake,WI,Kenosha,53170,42.55195,-88.16144,2305,Urban,America/Chicago,Local government officer,2,41,Associate's Degree,Full Time,24620.49,Divorced,Male,No,11.02924,10,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),52.24584,181.244,4681.488,3,3,2,3,5,1,4,4
7555,7555,T938763,93fd3edc-d394-4bc2-96ee-77d5ec1961c4,Hazelwood,MO,St. Louis,63042,38.78578,-90.38627,19443,Suburban,America/Chicago,Politician's assistant,NA,NA,Regular High School Diploma,Full Time,50973.42,Widowed,Male,No,8.815954,11,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,NA,No,Yes,Yes,Mailed Check,48.62124,185.8179,4625.175,1,1,2,3,4,2,2,2
7556,7556,T499909,9a8e5fc6-dfb8-4e6d-b2fc-02ce10c46907,San Antonio,TX,Bexar,78257,29.66125,-98.58357,6521,Suburban,America/Chicago,"Engineer, maintenance (IT)",NA,NA,Associate's Degree,Full Time,41312.43,Widowed,Female,No,16.06798,13,1,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,63.37746,128.8462,5565.471,3,4,4,3,4,4,3,3
7557,7557,V840546,e4656dbd-4822-4224-b407-fdc803a4dfec,Mount Ida,AR,Montgomery,71957,34.56373,-93.58006,3109,Suburban,America/Chicago,Bonds trader,NA,22,Bachelor's Degree,Student,NA,Widowed,Male,No,6.504909,15,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),61.88348,180.7165,6102.523,4,4,4,5,4,5,5,3
7558,7558,R42852,f5aff0e2-9e58-4fc1-9e18-ddff85060305,Fresno,CA,Fresno,93703,36.7689,-119.7625,33000,Urban,America/Los_Angeles,Equities trader,2,25,Associate's Degree,Unemployed,NA,Widowed,Male,No,7.031522,9,1,0,NA,Month-to-month,No,No,None,NA,Yes,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,58.31897,151.6298,5326.225,4,5,4,4,4,4,5,3
7559,7559,T778104,ce4c0256-f6d3-4dec-b721-f543dd8abcfd,Rumney,NH,Grafton,3266,43.79033,-71.8961,2209,Rural,America/New_York,Graphic designer,5,32,Master's Degree,Full Time,76110.3,Married,Female,No,10.25941,11,1,1,NA,Two Year,Yes,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),NA,91.398,5721.203,2,3,2,3,4,3,2,2
7560,7560,B541034,fb253534-4b35-455d-b79f-16a373934eee,Murfreesboro,NC,Hertford,27855,36.42201,-77.08377,6454,Rural,America/New_York,"Editor, magazine features",0,NA,Regular High School Diploma,Full Time,42072.37,Never Married,Male,No,13.18278,17,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,52.07089,131.2429,5052.846,5,4,4,5,3,4,4,3
7561,7561,H93869,c3c03808-b08f-4719-bcb5-9b9d3121255f,Perth Amboy,NJ,Middlesex,8861,40.52097,-74.27409,53879,Rural,America/New_York,Secretary/administrator,1,82,Bachelor's Degree,Full Time,NA,Divorced,Female,No,17.33585,10,0,0,NA,One year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,NA,No,No,No,Electronic Check,NA,169.549,5243.121,2,3,4,3,5,3,3,4
7562,7562,A439589,86b09b3b-ed71-4f55-afb1-0234f5211b95,Jacobson,MN,Aitkin,55752,46.95322,-93.27743,347,Suburban,America/Chicago,Museum education officer,1,NA,"Some College, Less than 1 Year",Full Time,52119.38,Separated,Female,No,4.424062,12,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),52.59552,149.8751,4997.517,2,2,3,4,2,3,3,3
7563,7563,A509485,dfa25925-7f08-4da3-b764-50eecc8b21db,Capron,VA,Southampton,23829,36.73033,-77.22214,2529,Suburban,America/New_York,Ceramics designer,1,36,Regular High School Diploma,Unemployed,58937.05,Widowed,Male,Yes,12.93756,11,2,0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,41.90646,189.8831,4499.021,2,4,3,4,3,2,4,4
7564,7564,N778124,322815f1-14db-4109-a5b1-7581cfa8cec0,Springfield,ME,Penobscot,4487,45.39039,-68.10218,924,Suburban,America/New_York,"Teacher, special educational needs",4,79,Associate's Degree,Full Time,NA,Separated,Male,No,16.28554,8,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),45.84636,287.9335,4539.933,5,3,5,3,3,2,4,6
7565,7565,X863186,eb952845-ffa2-48ea-a3d1-236e6d6e95fe,Troy,MI,Oakland,48098,42.59907,-83.17888,19237,Rural,America/Detroit,Musician,NA,55,Regular High School Diploma,Part Time,66342.21,Married,Male,No,9.378836,10,0,0,No,One year,Yes,Yes,DSL,NA,No,No,No,Yes,NA,No,Yes,Yes,Credit Card (automatic),66.59912,138.8004,6176.784,6,7,6,3,3,6,6,5
